distance,key
1007.9012848488685,"right"
1003.7579389474337,"up"
999.6224287199642,"left"
995.4948518199378,"left"
991.3753073382451,"left"
987.2638958252246,"left"
891.4869600841058,"left"
886.7603960484478,"down"
882.0368473028777,"down"
877.3163625511609,"right"
872.5989915190138,"down"
867.8847849801263,"right"
863.173794782951,"left"
858.4660738782867,"left"
